"place","game","category","subcategory(s)","variable(s)","platformname","regionname","players","time","date","video","comment"
1.0,"Troll Burner","Any %","","","Nintendo Entertainment System","USA / NTSC","baldnate",91.452,"2020-05-22","https://www.youtube.com/watch?v=6GAbNdZgowk","Played on a front-loader with an EDN8."
1.0,"Ninja Spirit (TG-16)","Any%","","","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",537.0,"2020-05-21","https://www.youtube.com/watch?v=9tmghKj1rIU","Played on a TG-16 with TBED.    Frame counted at 8:57.900  "
1.0,"Vegas Dream","$1M","","","Nintendo Entertainment System","USA / NTSC","baldnate",66.0,"2020-05-10","https://youtu.be/bSmBPpYOjFw","Played on a front-loader with an EDN8."
2.0,"Pac-Man Pinball Advance","100 Pac-Dots","","","Game Boy Advance","USA / NTSC","baldnate",515.0,"2020-05-07","https://youtu.be/uhE9sY4dI5A","Played on BizHawk."
5.0,"Spot: The Video Game (GB)","Any%","","","Super Game Boy 2","USA / NTSC","baldnate",43.0,"2020-05-05","https://youtu.be/dnDUfbbQvdw","Played on an SNS-001 with SGB2 with EDGB X7."
2.0,"Spot: The Video Game (GB)","100%","","","Super Game Boy 2","USA / NTSC","baldnate",220.0,"2020-05-05","https://youtu.be/8Z6Oo8m59XY","Played on an SNS-001 with SGB2 with EDGB X7.    No idea how to time this, so here are the two options:  3:37.700 - Ending at my last input  3:40.100 - Ending at the computer's ""last input""    I chose the more conservative of the two."
1.0,"Radar Mission","Any% Game A","","","Super Game Boy 2","USA / NTSC","baldnate",1326.0,"2020-05-03","https://youtu.be/P-E_DqhqjK0","Played on an SNS-001 with SGB2 with EDGB X7."
2.0,"Radar Mission","Any% Game B","","","Super Game Boy 2","USA / NTSC","baldnate",378.0,"2020-05-03","https://youtu.be/d9w9w2bylD4","Played on an SNS-001 with SGB2 with EDGB X7.    Started time at difficulty selection.  Ended time when the final ""MISSION COMPLETE"" is fully visible."
4.0,"Roadster","Race Mode 5","","","Game Boy","JPN / NTSC","baldnate",331.29,"2020-05-03","https://youtu.be/hCiFKxYKHVQ","Played on an SNS-001 with SGB2 with EDGB X7.    Frame counted in avidemux.  Got good S luck."
1.0,"Major League Baseball","Win Game (2P)","","","Nintendo Entertainment System","","baldnate",558.0,"2020-05-02","https://youtu.be/rhIFlXqpXsw","Played on a front-loader with original cart."
2.0,"Yu Yu Hakusho","Beasts of Maze Castle","Normal","","Super Game Boy 2","JPN / NTSC","baldnate",220.0,"2020-05-02","https://youtu.be/6VVD2bIWjpI","Played on an SNS-001 with SGB2 with EDGB X7."
2.0,"Yu Yu Hakusho","Genkai's Tournament","Normal","","Super Game Boy 2","JPN / NTSC","baldnate",275.0,"2020-05-02","https://youtu.be/srVzNiSvNWE","Played on an SNS-001 with SGB2 with EDGB X7."
1.0,"Ishido: The Way of the Stones","1 Win (GB)","","","Super Game Boy 2","USA / NTSC","baldnate",214.0,"2020-05-01","https://youtu.be/SMNDbPLAwrs","Played on an SNS-001 with an SGB2 with an EDGB X7."
1.0,"Tricky Kick","Oberon","","","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",364.0,"2020-04-27","https://www.youtube.com/watch?v=6k5UuHYCYJw","Played on a TG-16 with a TBED."
1.0,"Tricky Kick","Udon","","","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",586.0,"2020-04-27","https://www.youtube.com/watch?v=smXLSo8XLzY","Played on a TG-16 with a TBED."
1.0,"Devil's Crush","Genesis","10 Million Points","","Sega Genesis","USA / NTSC","baldnate",68.0,"2020-04-17","https://youtu.be/ga3f0sZHows","Played on a Genesis v2 with MegaSD.    MOD: Time corrected and GG! :)"
1.0,"Devil's Crush","Genesis","25 Million Points","","Sega Genesis","USA / NTSC","baldnate",164.0,"2020-04-17","https://youtu.be/ga3f0sZHows","Played on a Genesis v2 with a MegaSD.    MOD: Time corrected and GG! :)"
1.0,"Devil's Crush","TG16","25 Million Points","","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",256.0,"2020-04-11","https://www.youtube.com/watch?v=xZNVYcYhShg","Played on a TG-16 with a TBED."
1.0,"Jaki Crush","5 Million Points","","","Super Nintendo","JPN / NTSC","baldnate",107.0,"2020-04-10","https://www.youtube.com/watch?v=HieOlNg-5qI","Played on an SNS-001 with an SD2SNES.      tonight, it was the jaki that was crushed"
1.0,"Jaki Crush","10 Million Points","","","Super Nintendo","JPN / NTSC","baldnate",108.0,"2020-04-10","https://www.youtube.com/watch?v=HieOlNg-5qI","Played on an SNS-001 with an SD2SNES.      tonight, it was the jaki that was crushed"
2.0,"Power Golf","Stroke Play","","","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",712.066,"2020-04-05","https://www.youtube.com/watch?v=mcy-ZeUCUBU","Played on a TG-16 with TBED.    Frame counted to 11:52.066.    POWERFUL GOLF"
1.0,"Alien Crush","5 Million Points","","","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",205.0,"2020-03-26","https://www.youtube.com/watch?v=QwhcrfC0xVw","Played on a TG-16 with TBED.    Frame count: 3:25.950  "
1.0,"Luftrausers","Level MAX!","","","PC","","baldnate",2960.0,"2020-03-21","https://www.youtube.com/watch?v=kZBV3NpIAjo","pew pew intensifies"
1.0,"Luftrausers","All Parts","","","PC","","baldnate",1563.0,"2020-03-20","https://www.youtube.com/watch?v=-PHFcokbQEc","pew pew pew pew pew"
2.0,"Jeopardy Deluxe Edition (SNES)","CPU%","","","Super Nintendo","","baldnate",1959.0,"2020-02-01","https://www.youtube.com/watch?v=PLpP1XUafGM","Played on an SNS-001 with an SD2SNES.    So very close..."
5.0,"Jeopardy! (SNES)","Vs. CPU","","","Super Nintendo","USA / NTSC","baldnate",1625.0,"2020-01-23","https://www.youtube.com/watch?v=4eZdxUaWZWc","Played on an SNS-001 with an SD2SNES."
7.0,"Jeopardy! (NES)","Win (Solo)","","","Nintendo Entertainment System","USA / NTSC","baldnate",895.0,"2020-01-21","https://www.youtube.com/watch?v=5CxXnAXaxnE","Played on a front-loader with EDN8."
1.0,"Wheel of Fortune (SNES/Genesis)","Any%","Genesis","","Sega Genesis","USA / NTSC","baldnate",137.0,"2020-01-19","https://www.youtube.com/watch?v=zkC7TN7Ohdw","Played on a Genesis v2 with original cart."
1.0,"Jeopardy! (Sega Genesis)","Win (Versus)","","","Sega Genesis","USA / NTSC","baldnate",1543.0,"2020-01-19","https://www.youtube.com/watch?v=8hFv1a-PPC4","Played on a Genesis v2 with original cart."
4.0,"Wheel of Fortune","Vs cpu","","","Nintendo Entertainment System","USA / NTSC","baldnate",241.0,"2020-01-18","https://www.youtube.com/watch?v=7p0af_QhmpU","Played on a front-loader with an original cart."
3.0,"Wheel of Fortune: Family Edition","VS. Cpu","","","Nintendo Entertainment System","USA / NTSC","baldnate",223.0,"2020-01-18","https://www.youtube.com/watch?v=2QkPBK7DsLQ","Played on a front-loader with an EDN8."
4.0,"Wheel of Fortune","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",177.0,"2020-01-15","https://youtu.be/4RsYcdlZ8is","Played on a front-loader with original cart."
3.0,"Wheel of Fortune: Family Edition","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",200.0,"2020-01-13","https://www.youtube.com/watch?v=7o-FrgiloDo","Played on a front-loader with EDN8."
2.0,"Wheel of Fortune: Junior Edition","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",168.0,"2020-01-12","https://www.youtube.com/watch?v=QlmxxlNjeCM","Played on a front-loader with an EDN8.    GLOWWORM finally came through :-)"
3.0,"Dragonfire","1000 Points","","","Atari 2600","","baldnate",3.467,"2020-01-12","https://www.youtube.com/watch?v=PSPy-1mJz1g","Now with CharStrats PogChamp    Played on BizHawk.    Frame counted with avidemux from first frame of possible movement to frame 1000 points appears."
2.0,"Dragonfire","5000 Points","","","Atari 2600","","baldnate",18.35,"2020-01-12","https://www.youtube.com/watch?v=plUD62SLuoU","Now with CharStrats PogChamp    Played on BizHawk.    Frame counted with avidemux from first frame of possible movement to frame 5000 points appears."
1.0,"Wheel of Fortune (1987)","Any%","New 3rd Edition","","Commodore 64","USA / NTSC","baldnate",145.0,"2020-01-11","https://www.youtube.com/watch?v=C7ZKBz8bxgI","using patented kavoc bonus round strats"
1.0,"Wheel of Fortune (1987)","VS. Cpu","New 3rd Edition","","Commodore 64","USA / NTSC","baldnate",198.0,"2020-01-11","https://www.youtube.com/watch?v=zl55G-mnr7g","using patented kavoc bonus round strats "
1.0,"Wheel of Fortune (1987)","VS. Cpu","1st/New 2nd Edition","","Commodore 64","USA / NTSC","baldnate",184.0,"2020-01-09","https://www.youtube.com/watch?v=eQKCtSYOxF8","None"
1.0,"Wheel of Fortune (1987)","Any%","1st/New 2nd Edition","","Commodore 64","USA / NTSC","baldnate",144.0,"2020-01-09","https://www.youtube.com/watch?v=WEm8cQ5KpiU","with patented kavoc bonus round strats"
3.0,"Wheel of Fortune: Junior Edition","VS. Cpu","","","Nintendo Entertainment System","USA / NTSC","baldnate",225.0,"2020-01-04","https://www.youtube.com/watch?v=0fLbg59fzYM","Played on a front-loader with EDN8."
2.0,"Wheel of Fortune: Featuring Vanna White","Any%","NES","","Nintendo Entertainment System","USA / NTSC","baldnate",204.0,"2020-01-01","https://www.youtube.com/watch?v=j-ZycTIg_Sk","Played on a front-loader with EDN8."
1.0,"Wheel of Fortune: Featuring Vanna White","Any%","Game Gear","","Sega Game Gear","USA / NTSC","baldnate",168.0,"2019-12-29","https://www.youtube.com/watch?v=IJpKIvEoJSM","Played on BizHawk "
1.0,"Wheel of Fortune: Featuring Vanna White","VS. Cpu","Game Gear","","Sega Game Gear","USA / NTSC","baldnate",209.0,"2019-12-29","https://www.youtube.com/watch?v=P1Bx_ASn9Z4","Played on BizHawk. "
1.0,"Wheel of Fortune (GB)","Any%","","","Super Game Boy 2","USA / NTSC","baldnate",192.0,"2019-12-24","https://www.youtube.com/watch?v=laSUrgeozUg","Played on an SNS-001 with Super Gameboy 2 and original cart."
1.0,"Wheel of Fortune (GB)","VS. Cpu","","","Super Game Boy 2","USA / NTSC","baldnate",200.0,"2019-12-24","https://www.youtube.com/watch?v=UlS0y6MAtjE","Played on an SNS-001 with Super Gameboy 2 and original cart."
2.0,"Qix","Level 10 (GB)","","","Super Game Boy 2","USA / NTSC","baldnate",361.0,"2019-12-23","https://www.youtube.com/watch?v=BepoHDa9xjk","Played on an SNS-001 with Super Gameboy 2 and EDGB x7. "
1.0,"Wheel of Fortune (SNES/Genesis)","Any%","SNES","","Super Nintendo","USA / NTSC","baldnate",145.0,"2019-12-23","https://www.youtube.com/watch?v=wcQ6Tf8OIA0","Played on an SNS-001 with an SD2SNES."
1.0,"Wheel of Fortune: Deluxe Edition","Any%","","","Super Nintendo","USA / NTSC","baldnate",247.0,"2019-12-23","https://www.youtube.com/watch?v=TmJ07i_LoOk","Played on an SNS-001 with an original cart."
1.0,"Wheel of Fortune (1998)","All Stages (PS)","Normal, 3 Rounds","","PlayStation","USA / NTSC","baldnate",2070.0,"2019-12-21","https://www.youtube.com/watch?v=CQCY_kgFaQE","Played on a SCPH-1001."
1.0,"Wheel Of Fortune (2nd Edition)","All Stages (PS)","Solo, 3 Rounds","","PlayStation","USA / NTSC","baldnate",1401.0,"2019-12-19","https://www.youtube.com/watch?v=MOpJ0xkVi_w","Played on a SCPH-1001."
1.0,"Wheel Of Fortune (2nd Edition)","All Stages (PS)","Normal, 3 Rounds","","PlayStation","USA / NTSC","baldnate",2085.0,"2019-12-19","https://www.youtube.com/watch?v=kkuQq9E1J3k","Played on a SCPH-1001. "
2.0,"Wheel of Fortune: Featuring Vanna White","VS. Cpu","NES","","Nintendo Entertainment System","USA / NTSC","baldnate",289.0,"2019-12-17","https://www.youtube.com/watch?v=yCjVXmsznH4","Played on a front-loader with EDN8."
1.0,"Wheel of Fortune (SegaCD)","Any%","","","Sega CD","USA / NTSC","baldnate",440.0,"2019-12-14","https://www.youtube.com/watch?v=P2iNyz4BOGU","Played on a Genesis v2 with a MegaSD.    Mod Note: I've marked the run as emulator, because the Mega SD appears be hardware emulation inside of a cartridge. Run subject to removal if determined game, including load times, emulates incorrectly."
1.0,"Wheel of Fortune (SegaCD)","Cpu%","","","Sega CD","USA / NTSC","baldnate",510.0,"2019-12-14","https://www.youtube.com/watch?v=-4QdVcXCQo0","Played on a Genesis v2 with a MegaSD.    Mod Note: I've marked the run as emulator, because the Mega SD appears be hardware emulation inside of a cartridge. Run subject to removal if determined game, including load times, emulates incorrectly."
1.0,"Wheel of Fortune (N64)","Coop","","","Nintendo 64","USA / NTSC","baldnate",413.0,"2019-12-11","https://www.youtube.com/watch?v=n5yl2r1QBDc","Played on an N64 with ED64.      SPECIAL THANKS TO ALF THE DESTRUCTOR AND THE THREE CLONES"
1.0,"Wheel of Fortune (1998)","All Stages (PS)","Solo, 10 Minutes","","PlayStation","USA / NTSC","baldnate",3897.0,"2019-12-07","https://www.youtube.com/watch?v=96ltMk8zHSU","Played on a SCPH-1001."
1.0,"Navy Seals","Any%","","","Game Boy","USA / NTSC","baldnate",641.0,"2019-11-29","https://www.youtube.com/watch?v=FcfpiH1-DfU","Played on an SNS-001 with Super Gameboy 2 and EDGB x7."
5.0,"Rock 'n' Ball","Ice Hockey","","","Nintendo Entertainment System","USA / NTSC","baldnate",196.0,"2019-11-17","https://www.youtube.com/watch?v=3G1o2XkGprM","Played on a front-loader with EDN8. "
4.0,"Rock 'n' Ball","Soccer","","","Nintendo Entertainment System","USA / NTSC","baldnate",223.0,"2019-11-17","https://www.youtube.com/watch?v=5_Xy1e_SpdY","Played on a front-loader with EDN8.  "
3.0,"Rock 'n' Ball","Attack","","","Nintendo Entertainment System","USA / NTSC","baldnate",205.0,"2019-11-17","https://www.youtube.com/watch?v=fBhI3rMlpjo","Played on a front-loader with EDN8.  "
3.0,"Rock 'n' Ball","Thunder","","","Nintendo Entertainment System","USA / NTSC","baldnate",391.0,"2019-11-17","https://www.youtube.com/watch?v=BPmqhaQdML8","Played on a front-loader with EDN8."
4.0,"Break Time: The National Pool Tour","Rotation","","","Nintendo Entertainment System","USA / NTSC","baldnate",794.0,"2019-11-17","https://www.youtube.com/watch?v=8ejieCrp_b0","Played on a front-loader with EDN8. "
5.0,"Break Time: The National Pool Tour","14-1 Rack Game","","","Nintendo Entertainment System","USA / NTSC","baldnate",2242.0,"2019-11-17","https://www.youtube.com/watch?v=VRsiM-mUgRQ","Played on a front-loader with EDN8. "
4.0,"Rock 'n' Ball","Bomber","","","Nintendo Entertainment System","USA / NTSC","baldnate",221.0,"2019-11-16","https://www.youtube.com/watch?v=cdiPe0Nvy8Q","Played on a front-loader with EDN8. "
3.0,"Pieces","Easy-Hard (Mouse)","","SNES Mouse","Super Nintendo","USA / NTSC","baldnate",982.0,"2019-11-16","https://www.youtube.com/watch?v=M91e5z_QzYw","Played on an SNS-001 with an SD2SNES."
3.0,"Championship Pool (NES)","Three Ball","","","Nintendo Entertainment System","USA / NTSC","baldnate",76.0,"2019-10-27","https://www.youtube.com/watch?v=-1q_cAE7RE4","Played on a front-loader with EDN8. "
5.0,"Break Time: The National Pool Tour","Nine Ball","","","Nintendo Entertainment System","USA / NTSC","baldnate",265.0,"2019-10-27","https://youtu.be/id-9vpKaR5I","Played on a front loader with an EDN8."
6.0,"Break Time: The National Pool Tour","Eight Ball","","","Nintendo Entertainment System","USA / NTSC","baldnate",499.0,"2019-10-27","https://youtu.be/eW7OTBuIyDo","Played on a front loader with an EDN8."
4.0,"Championship Pool (GB)","Challenge - Speed Pool","","","Super Game Boy 2","","baldnate",820.0,"2019-10-27","https://www.youtube.com/watch?v=MvLlZGGhbHU","Played on an SNS-001 with Super Gameboy 2 and EDGB x7. "
2.0,"Race Drivin' (GB)","Autocross (One Lap)","","","Game Boy","USA / NTSC","baldnate",34.67,"2019-10-27","https://www.youtube.com/watch?v=wgZ6mqeSyD8","Played on an SNS-001 with Super Gameboy 2 and EDGB x7. "
2.0,"Race Drivin' (GB)","Stunt (Left Track) (One Lap)","","","Game Boy","USA / NTSC","baldnate",69.71,"2019-10-27","https://www.youtube.com/watch?v=pRRVSfrNv5c","Played on an SNS-001 with Super Gameboy 2 and EDGB x7."
2.0,"Race Drivin' (GB)","Stunt (Right Track) (One Lap)","","","Game Boy","USA / NTSC","baldnate",89.27,"2019-10-27","https://www.youtube.com/watch?v=xg1g4Trkewk","Played on an SNS-001 with Super Gameboy 2 and EDGB x7"
2.0,"Race Drivin' (GB)","Super Stunt (One Lap)","","","Game Boy","USA / NTSC","baldnate",128.52,"2019-10-27","https://www.youtube.com/watch?v=9dKeHXBzmvc","Played on an SNS-001 with Super Gameboy 2 and EDGB x7."
3.0,"Race Drivin' (GB)","All Tracks (One Lap)","","","Game Boy","USA / NTSC","baldnate",240.49,"2019-10-27","https://www.youtube.com/watch?v=IK6CLWtDH_U","Played on an SNS-001 with Super Gameboy 2 and EDGB x7.    First track selected at 0.21  Final finish line crossed at 4:00.70"
5.0,"Championship Pool (SNES)","Three Ball","","","Super Nintendo","USA / NTSC","baldnate",66.0,"2019-10-26","https://www.youtube.com/watch?v=fYDHQZboXC0","Played on an SNS-001 with SD2SNES."
5.0,"Championship Pool (SNES)","Speed Pool","","","Super Nintendo","USA / NTSC","baldnate",399.0,"2019-10-26","https://www.youtube.com/watch?v=Eid49f3eo8g","Played on an SNS-001 with SD2SNES."
4.0,"Championship Pool (Genesis)","Speed Pool","","","Sega Genesis","USA / NTSC","baldnate",542.0,"2019-10-26","https://www.youtube.com/watch?v=51ccx-K4pM0","Played on a Genesis v2 with Mega EverDrive x5."
4.0,"Championship Pool (Genesis)","Three Ball","","","Sega Genesis","USA / NTSC","baldnate",81.0,"2019-10-26","https://www.youtube.com/watch?v=-ZXlLVmnPmk","Played on a Genesis v2 with Mega EverDrive x5."
4.0,"Championship Pool (NES)","Speed Pool","","","Nintendo Entertainment System","USA / NTSC","baldnate",108.0,"2019-10-25","https://www.youtube.com/watch?v=m3AvQyZvZzg","Played on a front-loader with EDN8"
7.0,"Magic Johnson's Fast Break","100 Points","","","Nintendo Entertainment System","USA / NTSC","baldnate",218.0,"2019-10-25","https://www.youtube.com/watch?v=1HP2Sv4f4oU","Played on a front-loader with original cart."
1.0,"VR Troopers","Genesis","Manic","","Sega Genesis","USA / NTSC","baldnate",1468.0,"2019-10-23","https://www.youtube.com/watch?v=rnNll8QZ8hY","Played on a Genesis v2 with Mega EverDrive x5."
1.0,"VR Troopers","Genesis","Hard","","Sega Genesis","USA / NTSC","baldnate",1549.0,"2019-10-23","https://www.youtube.com/watch?v=CcRR6SX3lbE","Played on a Genesis v2 with Mega EverDrive x5. "
1.0,"VR Troopers","Genesis","Moderate","","Sega Genesis","USA / NTSC","baldnate",1256.0,"2019-10-22","https://www.youtube.com/watch?v=Qc3PO1DQhLg","Played on a Genesis v2 with Mega EverDrive x5."
2.0,"VR Troopers","Genesis","Easy","","Sega Genesis","USA / NTSC","baldnate",1133.0,"2019-10-21","https://www.youtube.com/watch?v=y8BsdKLxex8","Played on a Genesis v2 with Mega EverDrive x5."
5.0,"ClayFighter: Tournament Edition","Easy","","","Super Nintendo","USA / NTSC","baldnate",769.0,"2019-10-21","https://www.youtube.com/watch?v=9H9Fmk9rcAA","Played on an SNS-001 with SD2SNES."
3.0,"American Gladiators (SNES)","Any%","","","Super Nintendo","USA / NTSC","baldnate",316.0,"2019-10-21","https://www.youtube.com/watch?v=ETIAPIG5tc4","Played on an SNS-001 with SD2SNES. "
3.0,"VR Troopers","Genesis","Kids","","Sega Genesis","USA / NTSC","baldnate",981.0,"2019-10-21","https://www.youtube.com/watch?v=gEFJ1TBoP_c","Played on a Genesis v2 with Mega EverDrive x5.    MOD: Re-timed and time corrected -NN"
1.0,"The Incredible Machine","Beat The Game","","","MS-DOS","USA / NTSC","baldnate",4904.0,"2019-10-20","https://www.youtube.com/watch?v=09iw5qTGBMw","None"
1.0,"The Hunt for Red October (GB)","Beat The Game","","","Super Game Boy 2","USA / NTSC","baldnate",2270.0,"2019-10-13","https://www.youtube.com/watch?v=x0pZBy1XqL8","Played on an SNS-001 with Super Gameboy 2 and an original cart."
3.0,"Caesars Palace","Best Ending","GB","","Super Game Boy 2","USA / NTSC","baldnate",245.55,"2019-09-15","https://www.youtube.com/watch?v=KXxrGVHBD8U","Played on an SNS-001 with Super Gameboy 2 and EDGB x7.     Not perfect, but it's a start."
1.0,"Xena: Warrior Princess: The Talisman of Fate","Any%","","","Nintendo 64","","baldnate",321.0,"2019-09-14","https://www.youtube.com/watch?v=JEBCA-EFWu0","Played on an N64 with ED64."
6.0,"jumpNULL","Any%","","","Web","","baldnate",245.0,"2019-09-12","https://www.youtube.com/watch?v=ENF_VtufyJQ","None"
2.0,"Legends of the Diamond","Win a Game","","","Nintendo Entertainment System","USA / NTSC","baldnate",1892.0,"2019-09-08","https://www.youtube.com/watch?v=Ep_bvsyibGM","Played on a front-loader with EDN8."
4.0,"Life, Yahtzee, Payday","Life","","","Game Boy Advance","USA / NTSC","baldnate",288.0,"2019-09-07","https://www.youtube.com/watch?v=xpxUHegrk_s","Played on BizHawk (mGBA core). "
1.0,"Ultimate QIX / Volfied","Mode C","Easy","","Sega Genesis","USA / NTSC","baldnate",678.2,"2019-09-07","https://www.youtube.com/watch?v=s0ZMZivtCo8","Played on a Genesis v2 with MED x5.    Round	1	19.6  Round	2	22.1  Round	3	20.2  Round	4	20.7  Round	5	19.1  Round	6	138.6  Round	7	70.6  Round	8	7.7  Round	9	53.3  Round	10	14.2  Round	11	48.8  Round	12	32.1  Round	13	42.6  Round	14	56.8  Round	15	56.6  Round	16	55.2    Total: 11:18.2"
2.0,"Boom Blox","Adventure Mode","Gem Kingdom","","Wii","","baldnate",1074.0,"2019-09-06","https://www.youtube.com/watch?v=T4aJrgMVL-Q","Played on a Wii with original disc."
2.0,"Hyper V-Ball","Hyper%","","","Super Nintendo","USA / NTSC","baldnate",175.97,"2019-09-06","https://www.youtube.com/watch?v=nFHCNxagFos","Played on an SNS-001 with SD2SNES."
3.0,"Hyper V-Ball","Women%","","","Super Nintendo","USA / NTSC","baldnate",200.13,"2019-09-06","https://www.youtube.com/watch?v=wFBUtLiVQaI","Played on an SNS-001 with SD2SNES. "
7.0,"Life, Yahtzee, Payday","Yahtzee","1 Player","","Game Boy Advance","USA / NTSC","baldnate",45.0,"2019-09-06","https://www.youtube.com/watch?v=nirXAvCtF-M","Played on BizHawk (mGBA core)."
4.0,"Life, Yahtzee, Payday","Yahtzee","2 Players","","Game Boy Advance","USA / NTSC","baldnate",249.0,"2019-09-06","https://www.youtube.com/watch?v=WsvpX6dMC2g","Played on BizHawk (mGBA core). "
1.0,"Zero Wing","Any% - EASY","","","Sega Genesis","","baldnate",2012.0,"2019-09-05","https://www.youtube.com/watch?v=X29GhXRJOSo","Played on a Genesis v2 with MED x5.    No-miss, decently quick kills on the stage end bosses."
2.0,"Hyper V-Ball","Men%","","","Super Nintendo","USA / NTSC","baldnate",160.288,"2019-09-05","https://www.youtube.com/watch?v=pL93TMNGG9E","Played on an SNS-001 with SD2SNES."
1.0,"Revenge of the 'Gator","High Score","","","Super Game Boy 2","USA / NTSC","baldnate",670.89,"2019-09-04","https://www.youtube.com/watch?v=r8LEy4yi430","Played on an SNS-001 with Super Gameboy 2 and EDGB x7."
1.0,"Ishido: The Way of the Stones","1 Win (FDS)","","","Famicom Disk System","JPN / NTSC","baldnate",219.0,"2019-09-04","https://www.youtube.com/watch?v=gtl3jHcbJnM","Played on a front-loader with EDN8.    Started timing at confirmation of starting a new game.  Ended timing with the dialog for the final tile placed."
3.0,"Ultimate Brain Games","PS","Sink Ships","","PlayStation","USA / NTSC","baldnate",58.0,"2019-09-03","https://www.youtube.com/watch?v=C-BcOjYy37w","Played on a SCPH-1001."
2.0,"Ultimate Brain Games","PS","Mahjong","","PlayStation","USA / NTSC","baldnate",16.0,"2019-09-03","https://www.youtube.com/watch?v=J2e57wEkuDE","Played on a SCPH-1001."
3.0,"Ultimate Brain Games","PS","Four in a Row","","PlayStation","USA / NTSC","baldnate",11.0,"2019-09-03","https://www.youtube.com/watch?v=PWgfXvG3lV4","Played on a SCPH-1001. "
3.0,"Ready 2 Rumble Boxing","Arcade Mode","","","Nintendo 64","USA / NTSC","baldnate",247.0,"2019-08-25","https://www.youtube.com/watch?v=tp4rWXOu1L8","Played on an N64 with ED64."
2.0,"G-Loc Air Battle","Any% (Trainee)","","","Sega Master System","USA / NTSC","baldnate",180.24,"2019-08-24","https://www.youtube.com/watch?v=BhTYk1GG2Xo","Played on a Genesis v2 with a MED x5."
1.0,"Toughman Contest","Exhibition%","","","Sega Genesis","USA / NTSC","baldnate",36.0,"2019-08-24","https://www.youtube.com/watch?v=8ix96qRjvTE","Played on a Genesis v2 + 32X with a MED x5    TKO displayed at 36.06.  Not sure if that is the timer end or if the newspaper showing up is it."
1.0,"Boom Blox","Explore Mode","Chemical Blox","","Wii","","baldnate",349.0,"2019-07-21","https://www.youtube.com/watch?v=rHoEJayVI2M","Played on a Wii with original disc."
1.0,"Boom Blox","Explore Mode","Gem Blox","","Wii","","baldnate",140.0,"2019-07-21","https://www.youtube.com/watch?v=hvgyrXSKgr8","Played on a Wii with original disc."
2.0,"Boom Blox","Explore Mode","Vanish Blox","","Wii","","baldnate",128.0,"2019-07-21","https://www.youtube.com/watch?v=tsqjPDeH1wQ","Played on a Wii with original disc."
2.0,"WWF Super Wrestlemania","Genesis","Survivor Series","","Sega Genesis","USA / NTSC","baldnate",286.0,"2019-07-21","https://www.youtube.com/watch?v=YFdrMxf8Tr0","Played on a Genesis v2 with MED x5.    Last wrestler selected - 0.05  3 count on last opponent - 4:51.89    MOD: Time corrected to match new rule -NN"
6.0,"WWF Super Wrestlemania","SNES","One-On-One","","Super Nintendo","USA / NTSC","baldnate",68.0,"2019-07-21","https://www.youtube.com/watch?v=bZ6m_H1DnX4","Played on an SNS-001 with SD2SNES.     Opponent selected - 1.80  3 count - 1:10.49    MOD: Time corrected -NN"
4.0,"WWF Super Wrestlemania","SNES","Tag Team","","Super Nintendo","USA / NTSC","baldnate",69.0,"2019-07-21","https://www.youtube.com/watch?v=oWIA_sxqKK0","Played on an SNS-001 with SD2SNES.     Second opponent selected - 3.08  3 count - 1:13.18    MOD: Time corrected -NN"
5.0,"WWF Super Wrestlemania","SNES","Survivor Series","","Super Nintendo","USA / NTSC","baldnate",298.0,"2019-07-21","https://www.youtube.com/watch?v=G6k_5-ENVZc","Played on an SNS-001 with SD2SNES.    Splits started late, so retimed with avidemux:  Last wrestler selected: 26.934  2 count on last opponent: 5:35.334  Total run time: 5:08.400    MOD: Time corrected to match new rule -NN"
2.0,"Boom Blox","Explore Mode","Bomb Blox","","Wii","","baldnate",195.0,"2019-07-20","https://www.youtube.com/watch?v=MjXmKnhCAPs","Played on a Wii with original disc."
1.0,"Boom Blox","Explore Mode","Point Blox","","Wii","","baldnate",380.0,"2019-07-20","https://www.youtube.com/watch?v=Jy90bljrGrQ","Played on a Wii with original disc"
23.0,"Mighty Morphin Power Rangers (Genesis)","Any%","","","Sega Genesis","","baldnate",376.0,"2019-07-20","https://www.youtube.com/watch?v=48krRtk61H4","Played on a Genesis v2 with MED x5."
2.0,"Wrestle War","Any Title%","","","Sega Genesis","USA / NTSC","baldnate",199.0,"2019-07-20","https://www.youtube.com/watch?v=Y-gFQ8btg34","Played on a Genesis v2 with MED x5.    Start pressed - 0.57   Title belt appears - 3:20.12"
4.0,"WWF Super Wrestlemania","Genesis","One-On-One","","Sega Genesis","USA / NTSC","baldnate",71.0,"2019-07-20","https://www.youtube.com/watch?v=8zJZ99t2tAY","Played on a Genesis v2 with MED x5.    MOD: Time corrected to new timer rule -NN"
